EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2893;496;1;0;0;0;0;0;1,31667;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;30917;489;72241;5295;0;17154656;15428080;1946183;1318156;667167;88288;178;35831536;2626320;0;34586;3923859;226,617;251048
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;86826;73852;9563;5843;5333;499;1;0;0;0;174;19166;2,01667;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7575;77;36178;111;0;14562504;10317150;1673422;882853;371629;70824;52;49274436;151182;0;10692;1228662;118,917;43919
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;3130;524;1;0;0;0;0;0;1,28333;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;33323;414;39804;3510;0;20819568;17383700;2192200;1395090;817874;121044;231;20857296;1839240;0;39732;4183830;312,65;135284
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1174;2;0;0;0;6344464;3594788;638980;295283;172355;36744;12;0;0;0;2072;208683;58,7667;8387
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9965;49;24877;126;0;9585610;8739305;1056580;737029;262025;50866;58;21817129;110502;0;10930;1204788;90,5167;68183
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;18598;324;24915;1857;0;20177122;16723266;2327942;1394270;583474;103398;114;22597905;1684299;0;22246;2566665;202,667;130594
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;145728;132480;14206;10815;5583;828;1;0;0;0;176;17158;2,35;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5329;41;5517;274;0;5503992;4780113;564091;394576;145405;31395;35;4948749;245778;0;6136;628879;57,45;34709
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCH;CHAPECÓ;SC;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;10395;56;11658;9;0;10918456;7754670;1169154;640833;373829;64902;87;8696868;6714;0;14636;1567285;132,333;67803
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12052;129;47716;3407;0;15784216;13040264;1708171;1128462;419736;86560;80;51628712;3686374;0;14588;1578751;145,6;91361
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;330;0;1;0;0;0;176;16900;0,183333;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3999;15;317;1816;0;2746016;2131467;271173;172406;93569;15990;30;168961;967928;0;5152;508804;36,15;23248
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7209;19;2148;0;0;7284552;4851657;769666;385155;201174;40380;60;1445604;0;0;10824;1143682;80,7667;29518
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2273;359;1;0;0;0;0;0;0,983333;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;35696;949;64953;3830;0;14493548;12814864;1660135;1103607;680450;72877;203;23318127;1374970;0;40372;4624460;228,417;332249
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6510;98;9015;10;0;5318640;3547896;549888;287046;175306;30438;57;4814010;5340;0;9960;1029809;66,65;29487
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;33248;869;26536;801;0;13825208;11005088;1433588;877438;596770;81095;245;8783416;265131;0;41768;4331511;250,5;131120
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCX;CAXIAS DO SUL;RS;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4144;34;0;0;0;4050988;3290336;410980;277253;117113;23820;30;0;0;0;5102;517629;46,8833;38407
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;51;0;0;0;0;147504;44778;14838;4448;3441;878;1;0;0;0;168;16900;1,41667;1242
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9637;31;4829;5;0;9515764;8461286;1029266;696826;268248;51802;59;4239862;4390;0;10838;1172302;92,0333;66086
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;20354;155;10855;1397;0;30975700;27070820;3604283;2255950;836129;156940;118;14437150;1858010;0;23290;2710005;259,767;158838
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8448;78;3263;20;0;13034832;11227392;1399982;925594;340342;78411;59;4336527;26580;0;9808;1053433;130,4;59615
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBDB;BONITO;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1069;8;0;0;0;1443240;1127795;162954;91005;43393;9495;9;0;0;0;1368;154462;15,35;6091
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBDO;DOURADOS;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1422;21;0;0;0;1536504;1247094;177753;103813;53222;10524;12;0;0;0;1752;202694;18,9333;11730
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1289;2;1545;0;0;2286240;1674411;276107;141097;51288;10392;8;2006955;0;0;1760;212554;16,0333;10402
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9870;29;40710;0;0;20441112;19236630;2275751;1693870;490749;107195;55;79343790;0;0;10488;1167659;157,933;88151
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5752;18;7428;0;0;15248200;13747280;1803838;1179609;330286;71700;30;17752920;0;0;6380;754747;100,65;54738
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1623;10;5205;0;0;4965168;4620681;560244;412472;112506;25623;9;14818635;0;0;1744;196785;35,5833;17951
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;11564;2697;1;0;0;0;0;0;4,71667;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;151;2;1319;0;0;587946;407247;67783;38629;11365;2697;1;3557343;0;0;218;25133;4,51667;1679
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;23179;170;93146;223;0;65353704;62513763;8016966;5547548;1554262;310155;115;251214761;601431;0;24232;2972557;441,4;225383
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5347;71;3814;0;0;7709812;6838813;882652;594833;197415;38370;30;4878106;0;0;6028;690115;59,6667;60252
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4260;47;0;0;0;2775864;2270580;291159;189428;85393;15990;30;0;0;0;5208;546298;32,4167;35923
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;330;0;1;0;0;0;176;16900;0,416667;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5455;15;365;0;0;7113040;6436900;822661;572372;167832;35400;30;430700;0;0;6028;697174;54,1;75583
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;22499;217;28635;1863;0;20590960;19011655;2394398;1669308;628146;101400;120;24196575;1574235;0;24368;2833639;198,267;259522
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8340;132;5071;61;0;7986688;6847140;867990;579230;247236;49260;60;4163291;50081;0;9728;1057277;92,9333;74983
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8842;61;45650;0;0;14072940;11618388;1578377;1013729;347542;72270;55;59984100;0;0;10710;1201211;114,833;62703
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;717;0;2;0;0;0;394;43900;0,566667;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;3752;515;1;0;0;0;0;0;1,81667;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;30794;497;59797;617;0;17867410;15858910;2026803;1352857;753857;92185;179;30795455;317755;0;34694;3935638;245,267;257736
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4566;25;11356;0;0;1829520;1657458;188604;136523;78080;10527;29;4122228;0;0;5040;519610;28,0667;22329
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;77;1;0;0;0;84912;37576;9100;2989;2709;488;1;0;0;0;174;18648;1,05;351
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;29661;378;90193;14;0;16089360;14474568;1653969;1199665;551699;94672;194;44014184;6832;0;32970;3389437;218,217;143731
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFN;FERNANDO DE NORONHA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2437;25;0;0;0;7676802;6455613;912303;533960;244208;55629;21;0;0;0;2898;344400;82,4;18799
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;2163;4;111893;0;0;22504120;13586652;4054899;1808483;576536;72956;13;627943516;0;0;4010;722542;89,5333;25536
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7549;52;41971;374;0;11805312;8575664;1312622;773298;293985;59072;52;47679056;424864;0;10392;1155489;102,433;72599
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;14272;124;109646;208;0;26236152;24148224;2883997;2186710;683436;142128;84;185521032;351936;0;15506;1704513;222,733;112361
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5202;17;110865;0;0;14865800;12432780;1711775;1346828;351134;71700;30;264967350;0;0;6220;716226;100,533;62517
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1301;0;4;0;0;0;790;87800;1,06667;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;14508;78;102190;1657;0;34884248;31583916;3686577;2846931;869130;193753;89;222467630;3607289;0;16024;1693438;294,333;117463
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;42439;504;573686;11279;0;109745720;99604333;13370722;9672062;2724745;511646;218;1346441042;26471813;0;46760;5696962;762,867;364469
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2498;14;0;0;0;1393524;976718;157250;78806;46806;7038;18;0;0;0;3564;402191;17;14220
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1040;11;0;0;0;599104;382720;61808;32551;19800;3312;9;0;0;0;1628;167968;8,53333;10469
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4217;67;26173;1465;0;3275448;2644059;351941;231829;103342;18810;30;16410471;918555;0;5224;561329;36,0333;27314
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4497;34;6757;251;0;2620310;1866255;310691;155810;86068;12450;30;2804155;104165;0;6314;748663;29,25;31449
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4589;13;16189;191;0;3633552;2969083;370882;256854;108726;19410;30;10474283;123577;0;5616;573245;38,1333;36650
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;13835;110;91686;55;0;35129892;32830455;3634080;2922994;843551;206451;87;217570878;130515;0;14804;1531450;312,617;102480
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4406;25;16889;233;0;5289296;4476496;530905;386492;145155;30480;30;17159224;236728;0;5206;522557;53,3333;33082
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4152;7;13404;102;0;2576448;2063544;251970;175151;87958;14910;30;6661788;50694;0;5184;507000;32,35;27637
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;689;0;0;0;0;4082040;3232788;396470;276141;84779;23460;5;0;0;0;870;84500;32,9;7179
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;258544;235040;24826;18916;6310;1469;1;0;0;0;176;16900;2,41667;0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1162;7;9492;0;0;3877632;2844576;394283;266773;88445;22032;9;23236416;0;0;1584;161065;31,6;12336
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;10873;66;54812;1027;0;13340744;9937922;1438834;852738;395769;76776;84;50098168;938678;0;14596;1574263;147,083;62730
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2025;11;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8132;27;12058;0;0;7547022;5563018;772520;452028;267154;41053;61;8115034;0;0;11214;1147925;90,7;38913
