EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;4;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;1787;1;0;0;0;0;0;2,5;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;4;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;1079;1;0;0;0;0;0;1,533;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;4;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;22;0;0;0;0;89350;39314;8935;3538;0;1787;1;0;0;0;50;5000;2,65;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;4;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;58;0;0;0;0;107900;62582;10790;5632;0;2158;2;0;0;0;100;10000;4,783;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;5;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;3574;2;0;0;0;0;0;5,1;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;5;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;29;0;0;0;0;53950;31291;5395;2816;0;1079;1;0;0;0;50;5000;1,617;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;6;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;1787;1;0;0;0;0;0;2,467;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;6;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;48;0;0;0;0;107900;51792;10790;4660;0;2158;2;0;0;0;100;10000;3,367;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;7;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;5361;3;0;0;0;0;0;7,75;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;7;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;42;0;0;0;0;107900;45318;10790;4077;0;2158;2;0;0;0;100;10000;3,133;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;8;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;1787;1;0;0;0;0;0;2,65;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;8;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;51;0;0;0;0;107900;55029;10790;4951;0;2158;2;0;0;0;100;10000;3,167;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;9;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;3574;2;0;0;0;0;0;5,133;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;9;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;53;0;0;0;0;107900;57187;10790;5145;0;2158;2;0;0;0;100;10000;3,9;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;10;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;5361;3;0;0;0;0;0;7,516;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;10;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;46;0;0;0;0;107900;49634;10790;4466;0;2158;2;0;0;0;100;10000;6,183;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;11;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;3574;2;0;0;0;0;0;5,083;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;11;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;25;0;0;0;0;53950;26975;5395;2427;0;1079;1;0;0;0;50;5000;3;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;11;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;1787;1;0;0;0;0;0;3,083;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;11;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;62;0;0;0;0;107900;66898;10790;6020;0;2158;2;0;0;0;100;10000;5,884;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;12;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;3574;2;0;0;0;0;0;5,034;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;12;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;46;0;0;0;0;107900;49634;10790;4466;0;2158;2;0;0;0;100;10000;3,167;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;12;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;3574;2;0;0;0;0;0;5,284;0
1ED;SERVICIOS AÉREOS PANAMERICANOS LTDA. SARPA S.A.S;ESTRANGEIRA;2025;12;SYCJ;GEORGETOWN;;;GUIANA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;47;0;0;0;0;107900;50713;10790;4563;0;2158;2;0;0;0;100;10000;3,234;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5231;257;81807;0;1648;55161288;44039789;10607940;4666172;0;235732;28;688733130;0;13874512;6552;1260000;284,152;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7541;286;173929;0;1258;72835740;62168004;11500380;7039343;0;255564;31;1433870676;0;10370952;8835;1395000;313,086;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7348;247;30108;0;3490;65170928;56792692;10781955;5371007;0;239599;31;232704733;0;26974210;8432;1395000;294,467;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;8017;158;200956;0;5713;67711440;61442288;10691280;7113705;0;237584;31;1540126784;0;43784432;8835;1395000;293,618;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;10713;303;106360;66;4983;77957502;71959221;14206455;7224196;0;315699;47;714420121;443322;33470811;11606;2115000;391;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;23928;619;630962;0;3443;174079520;157302672;29944570;18327772;0;611382;93;4147944186;0;22634282;26480;4555000;784,219;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6315;247;8546;0;2;57560703;53165985;10986795;4856889;0;244151;29;71948774;0;16838;6837;1305000;300,116;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7625;242;44696;0;0;65170928;58933625;10781955;5649467;0;239599;31;345455380;0;0;8432;1395000;300,534;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;11145;312;209369;0;4610;77957502;74860965;14206455;8174756;0;315699;47;1406331567;0;30965370;11606;2115000;395,033;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;8096;239;299564;868;3303;72835740;66743424;11500380;8503729;0;255564;31;2469605600;7155792;27229932;8835;1395000;308,201;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;8312;144;293829;0;0;67711440;63703168;10691280;7985176;0;237584;31;2251905456;0;0;8835;1395000;297,884;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;24118;682;1018564;0;38038;172081024;158551732;29517260;21215714;0;604808;92;6696039748;0;250061812;26176;4490000;763,352;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;2;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1089;53;18858;0;171;9850230;9168291;1894275;985349;0;42095;5;158765499;0;1439649;1170;225000;50,833;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;2;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6827;326;169732;0;1342;65787120;56281788;10387440;6475682;0;230832;28;1399270604;0;11063448;7980;1260000;279,68;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;2;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6780;260;72298;0;3535;58864064;52402620;9738540;5302338;0;216412;28;558791243;0;27322015;7616;1260000;263,566;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;2;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6860;148;209617;0;5573;61158720;52575040;9656640;6380956;0;214592;28;1606504688;0;42711472;7980;1260000;264,182;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;2;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;9251;234;146266;0;5843;66276639;62138967;12090600;6614204;0;268680;40;982468729;0;39247431;9867;1800000;328,767;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;2;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;20568;808;570024;0;4532;156513792;135214032;26821920;15946352;0;552216;84;3747337754;0;29793368;23808;4080000;702,418;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;909;25;12288;0;0;7880184;7652871;1515420;792209;0;33676;4;103452671;0;0;936;180000;42,983;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;5239;262;91484;0;0;58864064;40492231;9738540;4351366;0;216412;28;707079841;0;0;7616;1260000;271,783;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;8319;335;333922;0;7077;65934072;55878723;12090600;7319557;0;268680;40;2242954053;0;47536209;9816;1800000;338,114;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6773;248;320629;0;2952;65787120;55836612;10387440;7692882;0;230832;28;2643265476;0;24336288;7980;1260000;285,983;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;5914;155;254867;0;7149;61158720;45324896;9656640;6087318;0;214592;28;1953300688;0;54789936;7980;1260000;271,115;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;18208;592;1133234;0;20965;156513792;119699392;26821920;18360605;0;552216;84;7449880302;0;137823910;23808;4080000;698,706;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;3;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5204;354;39094;0;593;55910579;43812476;10607940;4277233;0;235732;28;329132388;0;4992467;6641;1260000;280,834;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;3;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7191;315;232890;0;1220;72283392;59282604;11500380;7265423;0;255564;31;1919945152;0;10057680;8768;1395000;309,867;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;3;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6403;403;56103;0;3954;60966352;49488787;10086345;4918156;0;224141;29;433620086;0;30560466;7888;1305000;270,201;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;3;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;7252;159;301331;0;6227;67611808;55579328;10691280;7359249;0;237584;31;2309400784;0;47723728;8822;1395000;293,982;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;3;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;9715;366;96631;0;7298;73497414;65255655;13299660;6571078;0;295548;44;649070422;0;49020666;10942;1980000;360,2;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;3;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;250;8;9855;0;0;1788128;1643500;295830;212701;0;6574;1;64786768;0;0;272;45000;8,733;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;3;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;20985;705;903626;0;5162;165165176;137955390;28366810;18390316;0;585086;89;5940437330;0;33934988;25124;4315000;741,352;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;3;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;5819;414;14283;0;0;57560703;48990161;10986795;4529348;0;244151;29;120248575;0;0;6837;1305000;313,301;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;3;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6695;400;161764;0;0;60966352;51745655;10086345;5907367;0;224141;29;1250273964;0;0;7888;1305000;280,9;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;3;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;9904;404;354344;0;3355;73242168;66525168;13299660;8389904;0;295548;44;2380128645;0;22535535;10904;1980000;376,416;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7522;374;331712;0;2988;72308124;62011368;11500380;8340273;0;255564;31;2734633732;0;24633072;8771;1395000;320,882;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;7336;202;346108;0;2288;67512176;56223104;10691280;7730171;0;237584;31;2652571712;0;17535232;8809;1395000;294,466;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;20550;788;1233113;0;35783;170739928;135095700;29320040;20500292;0;604808;92;8106484824;0;235237442;25972;4460000;773,835;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;4;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6849;289;235337;0;1669;70486200;56463156;11129400;7035547;0;247320;30;1940118232;0;13759236;8550;1350000;307,316;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;4;KIAH;HOUSTON, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;103170;100998;16290;12061;0;362;1;2838442;0;133578;285;45000;1,617;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2025;4;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6621;185;242476;0;5933;65504208;50743344;10346400;6470692;0;229920;30;1858336064;0;45470512;8547;1350000;285,418;0
